;Var1;Var2;target;;;;;;;;;
1173;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1174;12;15;false;,{Var1:12,Var2:15,spam:false};;;;;;;;
1175;31;35;false;,{Var1:31,Var2:35,spam:false};;;;;;;;
1176;10;11;false;,{Var1:10,Var2:11,spam:false};;;;;;;;
1177;12;17;false;,{Var1:12,Var2:17,spam:false};;;;;;;;
1178;87;100;false;,{Var1:87,Var2:100,spam:false};;;;;;;;
1179;17;19;false;,{Var1:17,Var2:19,spam:false};;;;;;;;
1180;36;49;false;,{Var1:36,Var2:49,spam:false};;;;;;;;
1181;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1182;2;1;false;,{Var1:2,Var2:1,spam:false};;;;;;;;
1183;191;-84;false;,{Var1:191,Var2:-84,spam:false};;;;;;;;
1184;8;10;false;,{Var1:8,Var2:10,spam:false};;;;;;;;
1185;58;-17;false;,{Var1:58,Var2:-17,spam:false};;;;;;;;
1186;7;5;false;,{Var1:7,Var2:5,spam:false};;;;;;;;
1187;41;47;false;,{Var1:41,Var2:47,spam:false};;;;;;;;
1188;32;35;false;,{Var1:32,Var2:35,spam:false};;;;;;;;
1189;84;-42;false;,{Var1:84,Var2:-42,spam:false};;;;;;;;
1190;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1191;47;27;false;,{Var1:47,Var2:27,spam:false};;;;;;;;
1192;16;24;false;,{Var1:16,Var2:24,spam:false};;;;;;;;
1193;26;33;false;,{Var1:26,Var2:33,spam:false};;;;;;;;
1194;50;36;false;,{Var1:50,Var2:36,spam:false};;;;;;;;
1195;16;13;false;,{Var1:16,Var2:13,spam:false};;;;;;;;
1196;16;16;false;,{Var1:16,Var2:16,spam:false};;;;;;;;
1197;13;15;false;,{Var1:13,Var2:15,spam:false};;;;;;;;
1198;57;13;false;,{Var1:57,Var2:13,spam:false};;;;;;;;
1199;12;5;false;,{Var1:12,Var2:5,spam:false};;;;;;;;
1200;39;40;false;,{Var1:39,Var2:40,spam:false};;;;;;;;
1201;17;14;false;,{Var1:17,Var2:14,spam:false};;;;;;;;
1202;25;24;false;,{Var1:25,Var2:24,spam:false};;;;;;;;
1203;142;-49;false;,{Var1:142,Var2:-49,spam:false};;;;;;;;
1204;19;19;false;,{Var1:19,Var2:19,spam:false};;;;;;;;
1205;15;22;false;,{Var1:15,Var2:22,spam:false};;;;;;;;
1206;7;8;false;,{Var1:7,Var2:8,spam:false};;;;;;;;
1207;5;3;false;,{Var1:5,Var2:3,spam:false};;;;;;;;
1208;35;42;false;,{Var1:35,Var2:42,spam:false};;;;;;;;
1209;14;31;false;,{Var1:14,Var2:31,spam:false};;;;;;;;
1210;50;36;false;,{Var1:50,Var2:36,spam:false};;;;;;;;
1211;3;3;false;,{Var1:3,Var2:3,spam:false};;;;;;;;
1212;33;5;false;,{Var1:33,Var2:5,spam:false};;;;;;;;
1213;12;13;false;,{Var1:12,Var2:13,spam:false};;;;;;;;
1214;28;-7;false;,{Var1:28,Var2:-7,spam:false};;;;;;;;
1215;23;28;false;,{Var1:23,Var2:28,spam:false};;;;;;;;
1216;10;15;false;,{Var1:10,Var2:15,spam:false};;;;;;;;
1217;21;22;false;,{Var1:21,Var2:22,spam:false};;;;;;;;
1218;8;3;false;,{Var1:8,Var2:3,spam:false};;;;;;;;
1219;12;10;false;,{Var1:12,Var2:10,spam:false};;;;;;;;
1220;6;11;false;,{Var1:6,Var2:11,spam:false};;;;;;;;
1221;14;15;false;,{Var1:14,Var2:15,spam:false};;;;;;;;
1222;9;8;false;,{Var1:9,Var2:8,spam:false};;;;;;;;
1223;12;15;false;,{Var1:12,Var2:15,spam:false};;;;;;;;
1224;1;0;false;,{Var1:1,Var2:0,spam:false};;;;;;;;
1225;45;26;false;,{Var1:45,Var2:26,spam:false};;;;;;;;
1226;24;-3;false;,{Var1:24,Var2:-3,spam:false};;;;;;;;
1227;10;5;false;,{Var1:10,Var2:5,spam:false};;;;;;;;
1228;25;38;false;,{Var1:25,Var2:38,spam:false};;;;;;;;
1229;45;42;false;,{Var1:45,Var2:42,spam:false};;;;;;;;
1230;50;26;false;,{Var1:50,Var2:26,spam:false};;;;;;;;
1231;12;22;false;,{Var1:12,Var2:22,spam:false};;;;;;;;
1232;152;-69;false;,{Var1:152,Var2:-69,spam:false};;;;;;;;
1233;10;18;false;,{Var1:10,Var2:18,spam:false};;;;;;;;
1234;422;193;false;,{Var1:422,Var2:193,spam:false};;;;;;;;
1235;8;7;false;,{Var1:8,Var2:7,spam:false};;;;;;;;
1236;32;8;false;,{Var1:32,Var2:8,spam:false};;;;;;;;
1237;5;5;false;,{Var1:5,Var2:5,spam:false};;;;;;;;
1238;6;5;false;,{Var1:6,Var2:5,spam:false};;;;;;;;
1239;12;3;false;,{Var1:12,Var2:3,spam:false};;;;;;;;
1240;36;0;false;,{Var1:36,Var2:0,spam:false};;;;;;;;
1241;9;13;false;,{Var1:9,Var2:13,spam:false};;;;;;;;
1242;2;1;false;,{Var1:2,Var2:1,spam:false};;;;;;;;
1243;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1244;14;7;false;,{Var1:14,Var2:7,spam:false};;;;;;;;
1245;24;12;false;,{Var1:24,Var2:12,spam:false};;;;;;;;
1246;9;5;false;,{Var1:9,Var2:5,spam:false};;;;;;;;
1247;32;26;false;,{Var1:32,Var2:26,spam:false};;;;;;;;
1248;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1249;21;28;false;,{Var1:21,Var2:28,spam:false};;;;;;;;
1250;62;63;false;,{Var1:62,Var2:63,spam:false};;;;;;;;
1251;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1252;14;11;false;,{Var1:14,Var2:11,spam:false};;;;;;;;
1253;43;-19;false;,{Var1:43,Var2:-19,spam:false};;;;;;;;
1254;12;22;false;,{Var1:12,Var2:22,spam:false};;;;;;;;
1255;10;-1;false;,{Var1:10,Var2:-1,spam:false};;;;;;;;
1256;4;3;false;,{Var1:4,Var2:3,spam:false};;;;;;;;
1257;32;42;false;,{Var1:32,Var2:42,spam:false};;;;;;;;
1258;56;76;false;,{Var1:56,Var2:76,spam:false};;;;;;;;
1259;51;-12;false;,{Var1:51,Var2:-12,spam:false};;;;;;;;
1260;1;2;false;,{Var1:1,Var2:2,spam:false};;;;;;;;
1261;33;54;false;,{Var1:33,Var2:54,spam:false};;;;;;;;
1262;43;67;false;,{Var1:43,Var2:67,spam:false};;;;;;;;
1263;4;4;false;,{Var1:4,Var2:4,spam:false};;;;;;;;
1264;27;-3;false;,{Var1:27,Var2:-3,spam:false};;;;;;;;
1265;11;12;false;,{Var1:11,Var2:12,spam:false};;;;;;;;
1266;23;-4;false;,{Var1:23,Var2:-4,spam:false};;;;;;;;
1267;18;20;false;,{Var1:18,Var2:20,spam:false};;;;;;;;
1268;89;-22;false;,{Var1:89,Var2:-22,spam:false};;;;;;;;
1269;14;22;false;,{Var1:14,Var2:22,spam:false};;;;;;;;
1270;11;7;false;,{Var1:11,Var2:7,spam:false};;;;;;;;
1271;26;-9;false;,{Var1:26,Var2:-9,spam:false};;;;;;;;
1272;13;1;false;,{Var1:13,Var2:1,spam:false};;;;;;;;
1273;4;4;false;,{Var1:4,Var2:4,spam:false};;;;;;;;
1274;31;26;false;,{Var1:31,Var2:26,spam:false};;;;;;;;
1275;30;31;false;,{Var1:30,Var2:31,spam:false};;;;;;;;
1276;34;11;false;,{Var1:34,Var2:11,spam:false};;;;;;;;
1277;14;9;false;,{Var1:14,Var2:9,spam:false};;;;;;;;
1278;19;13;false;,{Var1:19,Var2:13,spam:false};;;;;;;;
1279;66;-20;false;,{Var1:66,Var2:-20,spam:false};;;;;;;;
1280;37;60;false;,{Var1:37,Var2:60,spam:false};;;;;;;;
1281;3;3;false;,{Var1:3,Var2:3,spam:false};;;;;;;;
1282;9;8;false;,{Var1:9,Var2:8,spam:false};;;;;;;;
1283;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1284;18;11;false;,{Var1:18,Var2:11,spam:false};;;;;;;;
1285;53;51;false;,{Var1:53,Var2:51,spam:false};;;;;;;;
1286;30;40;false;,{Var1:30,Var2:40,spam:false};;;;;;;;
1287;24;-9;false;,{Var1:24,Var2:-9,spam:false};;;;;;;;
1288;11;23;false;,{Var1:11,Var2:23,spam:false};;;;;;;;
1289;30;25;false;,{Var1:30,Var2:25,spam:false};;;;;;;;
1290;18;23;false;,{Var1:18,Var2:23,spam:false};;;;;;;;
1291;10;9;false;,{Var1:10,Var2:9,spam:false};;;;;;;;
1292;14;25;false;,{Var1:14,Var2:25,spam:false};;;;;;;;
1293;43;46;false;,{Var1:43,Var2:46,spam:false};;;;;;;;
1294;9;4;false;,{Var1:9,Var2:4,spam:false};;;;;;;;
1295;7;7;false;,{Var1:7,Var2:7,spam:false};;;;;;;;
1296;7;6;false;,{Var1:7,Var2:6,spam:false};;;;;;;;
1297;28;14;false;,{Var1:28,Var2:14,spam:false};;;;;;;;
1298;15;17;false;,{Var1:15,Var2:17,spam:false};;;;;;;;
1299;63;70;false;,{Var1:63,Var2:70,spam:false};;;;;;;;
1300;39;42;false;,{Var1:39,Var2:42,spam:false};;;;;;;;
1301;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1302;5;7;false;,{Var1:5,Var2:7,spam:false};;;;;;;;
1303;7;16;false;,{Var1:7,Var2:16,spam:false};;;;;;;;
1304;53;57;false;,{Var1:53,Var2:57,spam:false};;;;;;;;
1305;54;5;false;,{Var1:54,Var2:5,spam:false};;;;;;;;
1306;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1307;35;34;false;,{Var1:35,Var2:34,spam:false};;;;;;;;
1308;13;8;false;,{Var1:13,Var2:8,spam:false};;;;;;;;
1309;5;4;false;,{Var1:5,Var2:4,spam:false};;;;;;;;
1310;8;7;false;,{Var1:8,Var2:7,spam:false};;;;;;;;
1311;13;8;false;,{Var1:13,Var2:8,spam:false};;;;;;;;
1312;3;2;false;,{Var1:3,Var2:2,spam:false};;;;;;;;
1313;185;-64;false;,{Var1:185,Var2:-64,spam:false};;;;;;;;
1314;15;-2;false;,{Var1:15,Var2:-2,spam:false};;;;;;;;
1315;26;-9;false;,{Var1:26,Var2:-9,spam:false};;;;;;;;
1316;67;109;false;,{Var1:67,Var2:109,spam:false};;;;;;;;
1317;5;7;false;,{Var1:5,Var2:7,spam:false};;;;;;;;
1318;68;54;false;,{Var1:68,Var2:54,spam:false};;;;;;;;
1319;8;-2;false;,{Var1:8,Var2:-2,spam:false};;;;;;;;
1320;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
1321;20;19;false;,{Var1:20,Var2:19,spam:false};;;;;;;;
1322;43;30;false;,{Var1:43,Var2:30,spam:false};;;;;;;;
1323;18;26;false;,{Var1:18,Var2:26,spam:false};;;;;;;;
1324;23;12;false;,{Var1:23,Var2:12,spam:false};;;;;;;;
1325;36;47;false;,{Var1:36,Var2:47,spam:false};;;;;;;;
1326;18;19;false;,{Var1:18,Var2:19,spam:false};;;;;;;;
1327;29;-3;false;,{Var1:29,Var2:-3,spam:false};;;;;;;;
1328;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1329;144;-64;false;,{Var1:144,Var2:-64,spam:false};;;;;;;;
1330;13;7;false;,{Var1:13,Var2:7,spam:false};;;;;;;;
1331;35;26;false;,{Var1:35,Var2:26,spam:false};;;;;;;;
1332;14;13;false;,{Var1:14,Var2:13,spam:false};;;;;;;;
1333;9;-2;false;,{Var1:9,Var2:-2,spam:false};;;;;;;;
1334;14;13;false;,{Var1:14,Var2:13,spam:false};;;;;;;;
1335;25;20;false;,{Var1:25,Var2:20,spam:false};;;;;;;;
1336;18;13;false;,{Var1:18,Var2:13,spam:false};;;;;;;;
1337;3;6;false;,{Var1:3,Var2:6,spam:false};;;;;;;;
1338;6;4;false;,{Var1:6,Var2:4,spam:false};;;;;;;;
1339;6;4;false;,{Var1:6,Var2:4,spam:false};;;;;;;;
1340;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1341;24;24;false;,{Var1:24,Var2:24,spam:false};;;;;;;;
1342;65;4;false;,{Var1:65,Var2:4,spam:false};;;;;;;;
1343;7;8;false;,{Var1:7,Var2:8,spam:false};;;;;;;;
1344;10;7;false;,{Var1:10,Var2:7,spam:false};;;;;;;;
1345;47;75;false;,{Var1:47,Var2:75,spam:false};;;;;;;;
1346;3;5;false;,{Var1:3,Var2:5,spam:false};;;;;;;;
1347;12;14;false;,{Var1:12,Var2:14,spam:false};;;;;;;;
1348;15;12;false;,{Var1:15,Var2:12,spam:false};;;;;;;;
1349;48;66;false;,{Var1:48,Var2:66,spam:false};;;;;;;;
1350;23;19;false;,{Var1:23,Var2:19,spam:false};;;;;;;;
1351;68;78;false;,{Var1:68,Var2:78,spam:false};;;;;;;;
1352;3;3;false;,{Var1:3,Var2:3,spam:false};;;;;;;;
1353;36;24;false;,{Var1:36,Var2:24,spam:false};;;;;;;;
1354;9;10;false;,{Var1:9,Var2:10,spam:false};;;;;;;;
1355;25;33;false;,{Var1:25,Var2:33,spam:false};;;;;;;;
1356;35;36;false;,{Var1:35,Var2:36,spam:false};;;;;;;;
1357;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1358;42;37;false;,{Var1:42,Var2:37,spam:false};;;;;;;;
1359;6;5;false;,{Var1:6,Var2:5,spam:false};;;;;;;;
1360;29;26;false;,{Var1:29,Var2:26,spam:false};;;;;;;;
1361;11;7;false;,{Var1:11,Var2:7,spam:false};;;;;;;;
1362;14;13;false;,{Var1:14,Var2:13,spam:false};;;;;;;;
1363;56;-13;false;,{Var1:56,Var2:-13,spam:false};;;;;;;;
1364;25;-10;false;,{Var1:25,Var2:-10,spam:false};;;;;;;;
1365;8;4;false;,{Var1:8,Var2:4,spam:false};;;;;;;;
1366;27;45;false;,{Var1:27,Var2:45,spam:false};;;;;;;;
1367;9;7;false;,{Var1:9,Var2:7,spam:false};;;;;;;;
1368;32;-1;false;,{Var1:32,Var2:-1,spam:false};;;;;;;;
1369;16;26;false;,{Var1:16,Var2:26,spam:false};;;;;;;;
1370;51;20;false;,{Var1:51,Var2:20,spam:false};;;;;;;;
1371;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1372;44;41;false;,{Var1:44,Var2:41,spam:false};;;;;;;;
1373;25;21;false;,{Var1:25,Var2:21,spam:false};;;;;;;;
1374;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1375;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1376;12;15;false;,{Var1:12,Var2:15,spam:false};;;;;;;;
1377;16;7;false;,{Var1:16,Var2:7,spam:false};;;;;;;;
1378;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1379;20;8;false;,{Var1:20,Var2:8,spam:false};;;;;;;;
1380;23;17;false;,{Var1:23,Var2:17,spam:false};;;;;;;;
1381;7;8;false;,{Var1:7,Var2:8,spam:false};;;;;;;;
1382;3;5;false;,{Var1:3,Var2:5,spam:false};;;;;;;;
1383;9;11;false;,{Var1:9,Var2:11,spam:false};;;;;;;;
1384;20;23;false;,{Var1:20,Var2:23,spam:false};;;;;;;;
1385;14;9;false;,{Var1:14,Var2:9,spam:false};;;;;;;;
1386;9;11;false;,{Var1:9,Var2:11,spam:false};;;;;;;;
1387;23;19;false;,{Var1:23,Var2:19,spam:false};;;;;;;;
1388;27;33;false;,{Var1:27,Var2:33,spam:false};;;;;;;;
1389;6;14;false;,{Var1:6,Var2:14,spam:false};;;;;;;;
1390;5;5;false;,{Var1:5,Var2:5,spam:false};;;;;;;;
1391;40;-6;false;,{Var1:40,Var2:-6,spam:false};;;;;;;;
1392;15;13;false;,{Var1:15,Var2:13,spam:false};;;;;;;;
1393;10;12;false;,{Var1:10,Var2:12,spam:false};;;;;;;;
1394;7;7;false;,{Var1:7,Var2:7,spam:false};;;;;;;;
1395;10;24;false;,{Var1:10,Var2:24,spam:false};;;;;;;;
1396;40;44;false;,{Var1:40,Var2:44,spam:false};;;;;;;;
1397;13;6;false;,{Var1:13,Var2:6,spam:false};;;;;;;;
1398;81;98;false;,{Var1:81,Var2:98,spam:false};;;;;;;;
1399;191;-84;false;,{Var1:191,Var2:-84,spam:false};;;;;;;;
1400;2;1;false;,{Var1:2,Var2:1,spam:false};;;;;;;;
1401;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1402;49;-7;false;,{Var1:49,Var2:-7,spam:false};;;;;;;;
1403;10;9;false;,{Var1:10,Var2:9,spam:false};;;;;;;;
1404;11;12;false;,{Var1:11,Var2:12,spam:false};;;;;;;;
1405;13;16;false;,{Var1:13,Var2:16,spam:false};;;;;;;;
1406;26;0;false;,{Var1:26,Var2:0,spam:false};;;;;;;;
1407;9;19;false;,{Var1:9,Var2:19,spam:false};;;;;;;;
1408;11;3;false;,{Var1:11,Var2:3,spam:false};;;;;;;;
1409;74;19;false;,{Var1:74,Var2:19,spam:false};;;;;;;;
1410;6;8;false;,{Var1:6,Var2:8,spam:false};;;;;;;;
1411;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1412;14;15;false;,{Var1:14,Var2:15,spam:false};;;;;;;;
1413;27;20;false;,{Var1:27,Var2:20,spam:false};;;;;;;;
1414;18;28;false;,{Var1:18,Var2:28,spam:false};;;;;;;;
1415;7;10;false;,{Var1:7,Var2:10,spam:false};;;;;;;;
1416;34;25;false;,{Var1:34,Var2:25,spam:false};;;;;;;;
1417;11;2;false;,{Var1:11,Var2:2,spam:false};;;;;;;;
1418;2;2;false;,{Var1:2,Var2:2,spam:false};;;;;;;;
1419;64;-1;false;,{Var1:64,Var2:-1,spam:false};;;;;;;;
1420;10;3;false;,{Var1:10,Var2:3,spam:false};;;;;;;;
1421;7;6;false;,{Var1:7,Var2:6,spam:false};;;;;;;;
1422;7;4;false;,{Var1:7,Var2:4,spam:false};;;;;;;;
1423;7;10;false;,{Var1:7,Var2:10,spam:false};;;;;;;;
1424;5;7;false;,{Var1:5,Var2:7,spam:false};;;;;;;;
1425;6;6;false;,{Var1:6,Var2:6,spam:false};;;;;;;;
1426;32;33;false;,{Var1:32,Var2:33,spam:false};;;;;;;;
1427;66;1;false;,{Var1:66,Var2:1,spam:false};;;;;;;;
1428;15;8;false;,{Var1:15,Var2:8,spam:false};;;;;;;;
1429;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1430;1;2;false;,{Var1:1,Var2:2,spam:false};;;;;;;;
1431;15;-1;false;,{Var1:15,Var2:-1,spam:false};;;;;;;;
1432;16;18;false;,{Var1:16,Var2:18,spam:false};;;;;;;;
1433;62;-22;false;,{Var1:62,Var2:-22,spam:false};;;;;;;;
1434;33;45;false;,{Var1:33,Var2:45,spam:false};;;;;;;;
1435;20;9;false;,{Var1:20,Var2:9,spam:false};;;;;;;;
1436;16;2;false;,{Var1:16,Var2:2,spam:false};;;;;;;;
1437;13;13;false;,{Var1:13,Var2:13,spam:false};;;;;;;;
1438;9;8;false;,{Var1:9,Var2:8,spam:false};;;;;;;;
1439;85;110;false;,{Var1:85,Var2:110,spam:false};;;;;;;;
1440;5;7;false;,{Var1:5,Var2:7,spam:false};;;;;;;;
1441;191;-84;false;,{Var1:191,Var2:-84,spam:false};;;;;;;;
1442;6;2;false;,{Var1:6,Var2:2,spam:false};;;;;;;;
1443;13;5;false;,{Var1:13,Var2:5,spam:false};;;;;;;;
1444;32;18;false;,{Var1:32,Var2:18,spam:false};;;;;;;;
1445;44;33;false;,{Var1:44,Var2:33,spam:false};;;;;;;;
1446;4;4;false;,{Var1:4,Var2:4,spam:false};;;;;;;;
1447;8;2;false;,{Var1:8,Var2:2,spam:false};;;;;;;;
1448;5;6;false;,{Var1:5,Var2:6,spam:false};;;;;;;;
1449;45;31;false;,{Var1:45,Var2:31,spam:false};;;;;;;;
1450;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1451;19;26;false;,{Var1:19,Var2:26,spam:false};;;;;;;;
1452;1;-1;false;,{Var1:1,Var2:-1,spam:false};;;;;;;;
1453;35;16;false;,{Var1:35,Var2:16,spam:false};;;;;;;;
1454;52;-5;false;,{Var1:52,Var2:-5,spam:false};;;;;;;;
1455;15;34;false;,{Var1:15,Var2:34,spam:false};;;;;;;;
1456;9;7;false;,{Var1:9,Var2:7,spam:false};;;;;;;;
1457;83;30;false;,{Var1:83,Var2:30,spam:false};;;;;;;;
1458;9;5;false;,{Var1:9,Var2:5,spam:false};;;;;;;;
1459;56;8;false;,{Var1:56,Var2:8,spam:false};;;;;;;;
1460;32;39;false;,{Var1:32,Var2:39,spam:false};;;;;;;;
1461;27;36;false;,{Var1:27,Var2:36,spam:false};;;;;;;;
1462;0;0;false;,{Var1:0,Var2:0,spam:false};;;;;;;;
1463;7;2;false;,{Var1:7,Var2:2,spam:false};;;;;;;;
1464;42;0;false;,{Var1:42,Var2:0,spam:false};;;;;;;;
1465;9;9;false;,{Var1:9,Var2:9,spam:false};;;;;;;;
1466;25;16;false;,{Var1:25,Var2:16,spam:false};;;;;;;;
1467;8;4;false;,{Var1:8,Var2:4,spam:false};;;;;;;;
1468;1;1;false;,{Var1:1,Var2:1,spam:false};;;;;;;;
1469;2;3;false;,{Var1:2,Var2:3,spam:false};;;;;;;;
1470;53;57;false;,{Var1:53,Var2:57,spam:false};;;;;;;;
1471;2;0;false;,{Var1:2,Var2:0,spam:false};;;;;;;;
1472;15;18;false;,{Var1:15,Var2:18,spam:false};;;;;;;;
1473;41;58;false;,{Var1:41,Var2:58,spam:false};;;;;;;;
1474;31;29;false;,{Var1:31,Var2:29,spam:false};;;;;;;;
